"PermitNum","StatusCurrent","AppliedDate","IssuedDate","CompletedDate","PermitType","PermitTypeMapped","PermitClass","PermitClassGroup","PermitClassMapped","WorkClass","WorkClassGroup","WorkClassMapped","Description","ApplicantName","ContractorName","HousingUnits","EstProjectCost","TotalSqFt","OriginalAddress","CommunityCode","CommunityName","Latitude","Longitude","LocationCount","LocationTypes","LocationAddresses","LocationsWKT","LocationsGeoJSON","Point"
"BP2016-01495","Completed","2016/02/22","2016/02/22","2016/05/20","Residential Improvement Project","Building","1301 - Private Detached Garage","Garage","Residential","New","New","New","Garage",,,"0","$27,354",,"67 HARVEST PARK TC NE","HAR","HARVEST HILLS","51.14448969258","-114.05965784376","2","Titled Parcel;Building","67 HARVEST PARK TC NE;67 HARVEST PARK TC NE","MULTIPOINT (-114.05965784376421 51.14448969257906,-114.05981878528078 51.14447274593102)","{""type"":""MultiPoint"",""coordinates"":[[-114.0596578,51.1444897],[-114.0598188,51.1444727]]}","POINT (-114.05965784376421 51.14448969257906)"
"BP2022-02402","Completed","2022/02/16","2022/03/02","2022/08/11","Single Construction Permit","Building","1106 - Single Family House","Single Family","Residential","New","New","New","SFD,BSMT-DEV,FIREPLACE,GARAGE,DECK,PORCH,","WAVE HOMES","WAVE HOMES","1","$545,001","3,161","69 HARVEST HILLS MR NE","HAR","HARVEST HILLS","51.15318016201","-114.04438128471","2","Titled Parcel;Building","69 HARVEST HILLS MR NE;69 HARVEST HILLS MR NE","MULTIPOINT (-114.04438128471133 51.15318016200638,-114.0443525513262 51.153118028034804)","{""type"":""MultiPoint"",""coordinates"":[[-114.0443813,51.1531802],[-114.0443526,51.153118]]}","POINT (-114.04438128471133 51.15318016200638)"
"BP2019-11061","Completed","2019/08/16","2019/08/27","2020/08/12","Single Construction Permit","Building","1407 - Two Family Semi-Detached (1 Unit)","Two Family","Residential","New","New","New","SEMI-D,BSMT-DEV,GARAGE,DECK,PORCH,","CEDARGLEN GROUP (THE)","CEDARGLEN GROUP (THE)","1","$259,886","1,938","24 HARVEST GROVE CM NE","HAR","HARVEST HILLS","51.14801573187","-114.04417579432","2","Titled Parcel;Building","24 HARVEST GROVE CM NE;24 HARVEST GROVE CM NE","MULTIPOINT (-114.044175794315 51.148015731872576,-114.04413839587278 51.14809574420823)","{""type"":""MultiPoint"",""coordinates"":[[-114.0441758,51.1480157],[-114.0441384,51.1480957]]}","POINT (-114.044175794315 51.148015731872576)"
"BP2020-04183","Completed","2020/04/08","2020/11/02","2020/11/04","Residential Improvement Project","Building","1301 - Private Detached Garage","Garage","Residential","New","New","New","Garage",,,"0","$55,549",,"308 HARVEST ROSE CI NE","HAR","HARVEST HILLS","51.14192176311","-114.05600635595","2","Titled Parcel;Building","308 HARVEST ROSE CI NE;308 HARVEST ROSE CI NE","MULTIPOINT (-114.05600635595489 51.141921763112535,-114.05587369643541 51.141921493943414)","{""type"":""MultiPoint"",""coordinates"":[[-114.0560064,51.1419218],[-114.0558737,51.1419215]]}","POINT (-114.05600635595489 51.141921763112535)"
"BP2000-01664","Completed","2000/02/25","2000/04/06","2001/11/12","Single Construction Permit","Building","1106 - Single Family House","Single Family","Residential","New","New","New","SFD,FIREPLACE,GARAGE,PORCH,","BROOKLYN HOMES","BROOKLYN HOMES","1","$147,303","2,112","133 HARVEST GROVE PL NE","HAR","HARVEST HILLS","51.14767318945","-114.04659485824","1","Titled Parcel","133 HARVEST GROVE PL NE","POINT (-114.04659485823763 51.14767318944862)","{""type"":""Point"",""coordinates"":[-114.0465949,51.1476732]}","POINT (-114.04659485823763 51.14767318944862)"
"BP2019-13254","Completed","2019/09/26","2019/10/18","2020/12/29","Commercial / Multi Family Project","Building","1606 - Ths Townhouse","Townhouse","Residential","New","New","New","Harvest Hills The Terrace - Building 08","NORR ARCHITECTS ENGINEERS PLANNERS","CEDARGLEN LIVING","4","$987,720",,"116 HARVEST GROVE WK NE","HAR","HARVEST HILLS","51.15041658583","-114.04245221413","8","Titled Parcel;Titled Parcel;Titled Parcel;Titled Parcel;Building;Building;Building;Building","122 HARVEST GROVE WK NE;116 HARVEST GROVE WK NE;118 HARVEST GROVE WK NE;120 HARVEST GROVE WK NE;116 HARVEST GROVE WK NE;122 HARVEST GROVE WK NE;118 HARVEST GROVE WK NE;120 HARVEST GROVE WK NE","MULTIPOINT (-114.04245221413335 51.15041658583138,-114.04268852258429 51.15052437467244,-114.04260643219332 51.15048844632165,-114.04253253192263 51.15045251493535,-114.04276130974297 51.15045369006623,-114.0425407926272 51.150342866143866,-114.04268667624297 51.15041319234349,-114.04261882372512 51.15037909267645)","{""type"":""MultiPoint"",""coordinates"":[[-114.0424522,51.1504166],[-114.0426885,51.1505244],[-114.0426064,51.1504884],[-114.0425325,51.1504525],[-114.0427613,51.1504537],[-114.0425408,51.1503429],[-114.0426867,51.1504132],[-114.0426188,51.1503791]]}","POINT (-114.04245221413335 51.15041658583138)"
"BP2006-11528","Completed","2006/07/06","2006/07/17","2007/03/20","Commercial / Multi Family Project","Building","3609 - Restaurant - Take-Out (No Seats)","Commercial","Non-Residential","Alteration","Improvement","Existing","INTERIOR ALTERATIONS","LOUD DESIGN","FALCON BUILDERS","0","$70,000",,"#1121 9650 HARVEST HILLS BV NE","HHB","HARVEST HILLS BUSINESS PARK","51.14137745266","-114.0699929255","3","Titled Parcel;Building;Building Suite","9650 HARVEST HILLS BV NE;#1100 9650 HARVEST HILLS BV NE;#1121 9650 HARVEST HILLS BV NE","MULTIPOINT (-114.06999292549744 51.14137745266247,-114.06954934068362 51.14051400686328,-114.06981743114162 51.14051920493833)","{""type"":""MultiPoint"",""coordinates"":[[-114.0699929,51.1413775],[-114.0695493,51.140514],[-114.0698174,51.1405192]]}","POINT (-114.06999292549744 51.14137745266247)"
"BP2020-03234","Completed","2020/03/17","2020/04/07","2020/09/03","Single Construction Permit","Building","1106 - Single Family House","Single Family","Residential","New","New","New","SFD,GARAGE,PORCH,","CEDARGLEN GROUP (THE)","CEDARGLEN GROUP (THE)","1","$383,135","2,404","181 HARVEST HILLS WY NE","HAR","HARVEST HILLS","51.14993877795","-114.04604897342","2","Titled Parcel;Building","181 HARVEST HILLS WY NE;181 HARVEST HILLS WY NE","MULTIPOINT (-114.04604897341771 51.14993877795403,-114.04611021182957 51.150046287077394)","{""type"":""MultiPoint"",""coordinates"":[[-114.046049,51.1499388],[-114.0461102,51.1500463]]}","POINT (-114.04604897341771 51.14993877795403)"
"BP2021-07526","Completed","2021/05/04","2021/05/13","2022/01/12","Single Construction Permit","Building","1106 - Single Family House","Single Family","Residential","New","New","New","SFD,GARAGE,DECK,PORCH,","CEDARGLEN GROUP (THE)","CEDARGLEN GROUP (THE)","1","$363,415","2,255","21 HARVEST HILLS WY NE","HAR","HARVEST HILLS","51.14731675341","-114.04986378696","2","Titled Parcel;Building","21 HARVEST HILLS WY NE;21 HARVEST HILLS WY NE","MULTIPOINT (-114.04986378696039 51.14731675340578,-114.05003021909098 51.14735572406351)","{""type"":""MultiPoint"",""coordinates"":[[-114.0498638,51.1473168],[-114.0500302,51.1473557]]}","POINT (-114.04986378696039 51.14731675340578)"
"BP2022-03553","Completed","2022/03/09","2022/04/06","2023/01/09","Single Construction Permit","Building","1106 - Single Family House","Single Family","Residential","New","New","New","SFD,GARAGE,DECK,PORCH,","CEDARGLEN GROUP (THE)","CEDARGLEN GROUP (THE)","1","$434,876","2,712","234 HARVEST HILLS CO NE","HAR","HARVEST HILLS","51.14842771322","-114.04807857121","2","Titled Parcel;Building","234 HARVEST HILLS CO NE;234 HARVEST HILLS CO NE","MULTIPOINT (-114.04807857120574 51.148427713223,-114.0481602196574 51.148340561678616)","{""type"":""MultiPoint"",""coordinates"":[[-114.0480786,51.1484277],[-114.0481602,51.1483406]]}","POINT (-114.04807857120574 51.148427713223)"
"BP2021-09233","Completed","2021/05/27","2021/06/09","2022/01/25","Single Construction Permit","Building","1106 - Single Family House","Single Family","Residential","New","New","New","SFD,BSMT-DEV,GARAGE,DECK,PORCH,","CEDARGLEN GROUP (THE)","CEDARGLEN GROUP (THE)","1","$376,806","2,221","38 HARVEST HILLS WY NE","HAR","HARVEST HILLS","51.14761811898","-114.04935729206","2","Titled Parcel;Building","38 HARVEST HILLS WY NE;38 HARVEST HILLS WY NE","MULTIPOINT (-114.04935729206017 51.147618118982706,-114.04920174644573 51.14757553797105)","{""type"":""MultiPoint"",""coordinates"":[[-114.0493573,51.1476181],[-114.0492017,51.1475755]]}","POINT (-114.04935729206017 51.147618118982706)"
"BP2021-01097","Completed","2021/01/21","2021/01/31","2021/09/22","Single Construction Permit","Building","1407 - Two Family Semi-Detached (1 Unit)","Two Family","Residential","New","New","New","SEMI-D,BSMT-DEV,GARAGE,DECK,PORCH,","CEDARGLEN GROUP (THE)","CEDARGLEN GROUP (THE)","1","$269,959","1,993","63 HARVEST GROVE CM NE","HAR","HARVEST HILLS","51.14723848123","-114.04324573106","2","Titled Parcel;Building","63 HARVEST GROVE CM NE;63 HARVEST GROVE CM NE","MULTIPOINT (-114.04324573105778 51.14723848123184,-114.04316794171008 51.147165155032575)","{""type"":""MultiPoint"",""coordinates"":[[-114.0432457,51.1472385],[-114.0431679,51.1471652]]}","POINT (-114.04324573105778 51.14723848123184)"
"BP1999-09119","Completed","1999/07/30","1999/08/20","2000/02/08","Single Construction Permit","Building","1106 - Single Family House","Single Family","Residential","New","New","New","SFD,FIREPLACE,GARAGE,PORCH,","HOMES BY AVI (CANADA)","HOMES BY AVI (CANADA)","1","$132,814","1,904","186 HARVEST GROVE CL NE","HAR","HARVEST HILLS","51.15144777688","-114.04586401659","1","Titled Parcel","186 HARVEST GROVE CL NE","POINT (-114.04586401659041 51.15144777688171)","{""type"":""Point"",""coordinates"":[-114.045864,51.1514478]}","POINT (-114.04586401659041 51.15144777688171)"
"BP1999-07925","Completed","1999/07/02","1999/07/02","2000/01/11","Residential Improvement Project","Building","1301 - Private Detached Garage","Garage","Residential","New","New","New","Garage",,,"0","$13,572",,"212 HARVEST WOOD WY NE","HAR","HARVEST HILLS","51.15387265705","-114.05366495906","1","Titled Parcel","212 HARVEST WOOD WY NE","POINT (-114.05366495905542 51.1538726570455)","{""type"":""Point"",""coordinates"":[-114.053665,51.1538727]}","POINT (-114.05366495905542 51.1538726570455)"
"BP2006-18756","Completed","2006/11/03","2006/11/03","2007/08/29","Residential Improvement Project","Building","1301 - Private Detached Garage","Garage","Residential","New","New","New","Garage",,,"0","$15,211",,"166 HARVEST GLEN WY NE","HAR","HARVEST HILLS","51.14448647407","-114.04925036851","1","Titled Parcel","166 HARVEST GLEN WY NE","POINT (-114.04925036851394 51.144486474073666)","{""type"":""Point"",""coordinates"":[-114.0492504,51.1444865]}","POINT (-114.04925036851394 51.144486474073666)"
"BP2008-03883","Completed","2008/04/08","2008/04/08","2008/08/08","Residential Improvement Project","Building","1101 - Improvements (Single Family)","Single Family","Residential","Alteration","Improvement","Existing",,,,"0","$4,500",,"168 HARVEST PARK WY NE","HAR","HARVEST HILLS","51.15014032136","-114.05780090965","1","Titled Parcel","168 HARVEST PARK WY NE","POINT (-114.05780090964888 51.15014032136387)","{""type"":""Point"",""coordinates"":[-114.0578009,51.1501403]}","POINT (-114.05780090964888 51.15014032136387)"
"BP2010-09722","Completed","2010/07/26","2010/07/26","2010/09/27","Residential Improvement Project","Building","1104 - Deck","Single Family","Residential","Alteration","Improvement","Existing","Deck","SORORA CONSTRUCTION","SORORA CONSTRUCTION","0","$4,242",,"64 HARVEST OAK DR NE","HAR","HARVEST HILLS","51.15219889862","-114.06075970977","2","Titled Parcel;Building","64 HARVEST OAK DR NE;64 HARVEST OAK DR NE","MULTIPOINT (-114.0607597097683 51.15219889861701,-114.06051649191953 51.15223489307298)","{""type"":""MultiPoint"",""coordinates"":[[-114.0607597,51.1521989],[-114.0605165,51.1522349]]}","POINT (-114.0607597097683 51.15219889861701)"
"BP2009-01362","Completed","2009/02/26","2009/03/09","2011/01/31","Residential Improvement Project","Building","1106 - Addition","Single Family","Residential","Addition","Improvement","Existing","Addition","INGLIS DRAFTING & DESIGN",,"0","$17,615",,"108 HARVEST PARK WY NE","HAR","HARVEST HILLS","51.14884524149","-114.05652587041","2","Titled Parcel;Building","108 HARVEST PARK WY NE;108 HARVEST PARK WY NE","MULTIPOINT (-114.05652587041408 51.148845241489354,-114.0565378438785 51.148725143995904)","{""type"":""MultiPoint"",""coordinates"":[[-114.0565259,51.1488452],[-114.0565378,51.1487251]]}","POINT (-114.05652587041408 51.148845241489354)"
"BP2019-04030","Completed","2019/04/14","2019/04/16","2019/04/29","Residential Improvement Project","Building","9999 - Unspecified","Unspecified","Residential","Alteration","Improvement","Existing","Improvements","CONCRETE CUTTING GEEKS","CONCRETE CUTTING GEEKS","0","$1,500",,"86 HARVEST CREEK CL NE","HAR","HARVEST HILLS","51.1460385165","-114.04399347264","2","Titled Parcel;Building","86 HARVEST CREEK CL NE;86 HARVEST CREEK CL NE","MULTIPOINT (-114.0439934726406 51.14603851650175,-114.04382842536788 51.145987643517856)","{""type"":""MultiPoint"",""coordinates"":[[-114.0439935,51.1460385],[-114.0438284,51.1459876]]}","POINT (-114.0439934726406 51.14603851650175)"
"BP1999-08929","Completed","1999/07/28","1999/08/18","2000/05/31","Single Construction Permit","Building","1106 - Single Family House","Single Family","Residential","New","New","New","SFD,FIREPLACE,GARAGE,PORCH,","JAGER INDUSTRIES","JAGER INDUSTRIES","1","$143,018","2,076","188 HARVEST PARK TC NE","HAR","HARVEST HILLS","51.14510834225","-114.05820303399","1","Titled Parcel","188 HARVEST PARK TC NE","POINT (-114.05820303399406 51.145108342245344)","{""type"":""Point"",""coordinates"":[-114.058203,51.1451083]}","POINT (-114.05820303399406 51.145108342245344)"
"BP2001-02438","Completed","2001/03/20","2001/03/20","2001/04/17","Residential Improvement Project","Building","1101 - Basement Development","Single Family","Residential","Alteration","Improvement","Existing","Basement Dev, Fireplace",,,"0","$9,676",,"121 HARVEST GROVE PL NE","HAR","HARVEST HILLS","51.14780338986","-114.04696596204","1","Titled Parcel","121 HARVEST GROVE PL NE","POINT (-114.04696596203708 51.147803389861906)","{""type"":""Point"",""coordinates"":[-114.046966,51.1478034]}","POINT (-114.04696596203708 51.147803389861906)"
"BP2005-09479","Completed","2005/06/29","2005/06/29","2006/03/10","Residential Improvement Project","Building","1301 - Private Detached Garage","Garage","Residential","New","New","New","Garage",,,"0","$5,092",,"40 HARVEST OAK GR NE","HAR","HARVEST HILLS","51.15329882258","-114.05782250868","1","Titled Parcel","40 HARVEST OAK GR NE","POINT (-114.05782250867885 51.15329882258091)","{""type"":""Point"",""coordinates"":[-114.0578225,51.1532988]}","POINT (-114.05782250867885 51.15329882258091)"
"BP2003-14909","Completed","2003/11/14","2004/01/12","2004/01/29","Residential Improvement Project","Building","1106 - Addition","Single Family","Residential","Addition","Improvement","Existing","Addition","GARTH BRETT","GARTH BRETT","0","$8,775",,"51 HARVEST WOOD WY NE","HAR","HARVEST HILLS","51.15199854519","-114.05052263887","1","Titled Parcel","51 HARVEST WOOD WY NE","POINT (-114.05052263886901 51.15199854519313)","{""type"":""Point"",""coordinates"":[-114.0505226,51.1519985]}","POINT (-114.05052263886901 51.15199854519313)"
"BP2014-14101","Completed","2014/09/08","2014/09/10","2014/12/08","Residential Improvement Project","Building","1101 - Improvements (Single Family)","Single Family","Residential","Alteration","Improvement","Existing",,"DEEP CONSTRUCTION","DEEP CONSTRUCTION","0","$1,600",,"11131 HARVEST HILLS GA NE","HAR","HARVEST HILLS","51.15217176228","-114.04833831919","2","Titled Parcel;Building","11131 HARVEST HILLS GA NE;11131 HARVEST HILLS GA NE","MULTIPOINT (-114.04833831919194 51.152171762280304,-114.04853085386607 51.15214288897476)","{""type"":""MultiPoint"",""coordinates"":[[-114.0483383,51.1521718],[-114.0485309,51.1521429]]}","POINT (-114.04833831919194 51.152171762280304)"
"BP2019-03905","Completed","2019/04/11","2019/04/22","2019/05/02","Residential Improvement Project","Building","1103 - Solid Fuel Fireplace","Single Family","Residential","Alteration","Improvement","Existing","Fireplace",,,"0","$2,360",,"100 HARVEST PARK RD NE","HAR","HARVEST HILLS","51.15112659423","-114.05673562575","2","Titled Parcel;Building","100 HARVEST PARK RD NE;100 HARVEST PARK RD NE","MULTIPOINT (-114.05673562575443 51.15112659423199,-114.05667764498266 51.15123776038601)","{""type"":""MultiPoint"",""coordinates"":[[-114.0567356,51.1511266],[-114.0566776,51.1512378]]}","POINT (-114.05673562575443 51.15112659423199)"
"BP2003-06262","Completed","2003/05/22","2003/05/22","2004/06/09","Residential Improvement Project","Building","1301 - Private Detached Garage","Garage","Residential","New","New","New","Garage","SHAW RENOVATION & CONSTRUCTION","SHAW RENOVATION & CONSTRUCTION","0","$12,509",,"142 HARVEST PARK CI NE","HAR","HARVEST HILLS","51.14590302818","-114.05443524781","1","Titled Parcel","142 HARVEST PARK CI NE","POINT (-114.05443524780505 51.145903028183966)","{""type"":""Point"",""coordinates"":[-114.0544352,51.145903]}","POINT (-114.05443524780505 51.145903028183966)"
"BP2006-04399","Completed","2006/03/21","2006/03/21","2006/03/29","Residential Improvement Project","Building","1101 - Basement Development","Single Family","Residential","Alteration","Improvement","Existing","Basement Dev",,,"0","$7,445",,"35 HARVEST PARK CI NE","HAR","HARVEST HILLS","51.14421402901","-114.05599921171","1","Titled Parcel","35 HARVEST PARK CI NE","POINT (-114.05599921171132 51.14421402901096)","{""type"":""Point"",""coordinates"":[-114.0559992,51.144214]}","POINT (-114.05599921171132 51.14421402901096)"
